aX,aY,aZ,gX,gY,gZ
-0.623,0.181,-1.494,59.204,-1.221,26.855
-0.621,0.263,-1.363,72.876,-5.554,30.823
-0.619,0.336,-1.240,75.439,-12.390,31.433
-0.626,0.384,-1.150,68.298,-21.667,28.687

0.181,-0.368,0.098,14.465,25.574,-13.000
0.128,-0.371,0.150,4.089,32.715,-2.930
0.139,-0.320,0.254,-6.714,41.077,4.333
0.063,-0.323,0.283,-16.846,53.955,5.249
0.028,-0.341,0.307,-29.785,66.162,5.005
0.001,-0.359,0.285,-41.504,77.881,3.540
-0.022,-0.414,0.247,-51.331,89.478,1.831
-0.028,-0.482,0.243,-56.885,99.670,1.099
-0.022,-0.537,0.231,-59.143,111.145,2.563
-0.024,-0.597,0.210,-60.913,122.864,6.409
-0.051,-0.646,0.209,-60.303,134.216,11.780
-0.092,-0.648,0.198,-57.129,147.583,17.273
-0.153,-0.610,0.190,-52.490,162.659,21.667
-0.226,-0.585,0.175,-46.753,179.077,23.437
-0.286,-0.567,0.134,-39.185,197.144,22.095
-0.330,-0.561,0.044,-29.663,215.820,20.569
-0.358,-0.540,-0.053,-17.395,232.544,20.874
-0.386,-0.495,-0.150,-3.296,245.850,24.475
-0.410,-0.418,-0.231,11.169,256.226,30.273
-0.428,-0.351,-0.303,22.888,265.076,37.476
-0.444,-0.283,-0.365,32.227,272.522,45.044
-0.467,-0.201,-0.429,41.992,279.846,51.758
-0.523,-0.137,-0.512,48.767,288.513,56.763
-0.560,-0.091,-0.643,52.063,295.227,59.814
-0.624,-0.055,-0.733,52.734,300.842,60.974
-0.663,-0.059,-0.886,48.340,307.373,60.608
-0.660,-0.029,-0.985,42.908,306.885,57.800
-0.651,0.005,-0.993,21.667,298.584,53.528
-0.680,-0.095,-1.097,-21.423,293.274,49.500
-0.714,-0.142,-1.432,-59.509,292.236,48.401
-0.697,-0.187,-1.798,-79.041,281.311,48.035
-0.612,-0.216,-2.005,-82.642,259.338,50.171
-0.544,-0.231,-1.987,-72.144,236.084,53.406
-0.508,-0.260,-1.948,-57.190,223.999,55.603
-0.519,-0.321,-2.037,-40.161,224.976,57.556
-0.530,-0.321,-2.212,-18.433,226.379,61.340
-0.548,-0.294,-2.344,2.380,218.262,66.162
-0.568,-0.260,-2.358,18.982,200.867,70.251
-0.567,-0.229,-2.306,29.785,180.786,73.364
-0.576,-0.190,-2.288,36.987,163.086,74.219
-0.569,-0.177,-2.327,37.598,145.752,72.876
-0.534,-0.176,-2.405,33.630,128.357,70.923
-0.496,-0.183,-2.466,33.569,110.535,68.481
-0.469,-0.208,-2.502,39.551,91.431,64.880
-0.453,-0.238,-2.503,47.424,72.510,62.073
-0.448,-0.279,-2.499,54.871,54.504,59.998
-0.432,-0.332,-2.463,61.096,37.231,57.251
-0.399,-0.384,-2.430,67.566,20.630,52.979
-0.344,-0.468,-2.420,71.228,3.784,47.974
-0.276,-0.607,-2.422,71.960,-15.137,44.373
-0.224,-0.754,-2.413,75.745,-38.147,45.044
-0.189,-0.834,-2.376,84.839,-64.087,51.147
-0.174,-0.871,-2.332,95.398,-90.820,62.439
-0.169,-0.913,-2.291,104.065,-115.234,76.965
-0.194,-0.960,-2.253,114.319,-136.292,92.529
-0.201,-0.980,-2.214,128.174,-154.297,107.605
-0.186,-1.045,-2.155,142.761,-169.495,120.544
-0.165,-1.094,-2.082,160.034,-182.434,132.690
-0.161,-1.084,-1.967,180.359,-193.298,147.583
-0.179,-1.013,-1.843,202.087,-201.904,163.635
-0.173,-0.961,-1.780,219.666,-207.642,178.040
-0.164,-0.947,-1.734,232.727,-212.402,189.819
-0.187,-0.860,-1.615,248.901,-217.590,200.134
